"source","client","idx","dt_ns"
"present","workspace","484","16010200"
"present","workspace","485","17017200"
"present","workspace","486","15998300"
"present","workspace","487","17095400"
"present","workspace","488","17022600"
"present","workspace","489","20267900"
"present","workspace","490","14126500"
"present","workspace","491","14938100"
"present","workspace","492","17180200"
"present","workspace","493","16802100"
"present","workspace","494","16234700"
"present","workspace","495","17011300"
"present","workspace","496","17016200"
"present","workspace","497","16009000"
"present","workspace","498","17245100"
"present","workspace","499","16258800"
"present","workspace","500","16986300"
"present","workspace","501","15983400"
"present","workspace","502","18123400"
"present","workspace","503","15035200"
"present","workspace","504","18032300"
"present","workspace","505","16180800"
"present","workspace","506","16415200"
"present","workspace","507","16022400"
"present","workspace","508","16839900"
"present","workspace","509","17606300"
"present","workspace","510","16959400"
"present","workspace","511","15174300"
"present","workspace","512","17289800"
"present","workspace","513","17146100"
"present","workspace","514","16199000"
"present","workspace","515","16841000"
"present","workspace","516","16117700"
"present","workspace","517","16666900"
"present","workspace","518","17359900"
"present","workspace","519","16267400"
"present","workspace","520","16134400"
"present","workspace","521","16864400"
"present","workspace","522","17997100"
"present","workspace","523","15963100"
"present","workspace","524","16538600"
"present","workspace","525","16288600"
"present","workspace","526","17783900"
"present","workspace","527","16041000"
"present","workspace","528","16036000"
"present","workspace","529","17802900"
"present","workspace","530","15988300"
"present","workspace","531","16404700"
"present","workspace","532","16054000"
"present","workspace","533","17916900"
"present","workspace","534","16009200"
"present","workspace","535","16013600"
"present","workspace","536","17531100"
"present","workspace","537","16109000"
"present","workspace","538","17961900"
"present","workspace","539","16053400"
"present","workspace","540","16480000"
"present","workspace","541","15944600"
"present","workspace","542","17549000"
"present","workspace","543","16982800"
"present","workspace","544","15990500"
"present","workspace","545","17099300"
"present","workspace","546","16898300"
"present","workspace","547","15989600"
"present","workspace","548","16217100"
"present","workspace","549","16965200"
"present","workspace","550","17025100"
"present","workspace","551","17017800"
"present","workspace","552","15948900"
"present","workspace","553","16991500"
"present","workspace","554","16560700"
"present","workspace","555","16020400"
"present","workspace","556","18084700"
"present","workspace","557","16504500"
"present","workspace","558","16978700"
"present","workspace","559","15055600"
"present","workspace","560","17270200"
"present","workspace","561","16003200"
"present","workspace","562","17999000"
"present","workspace","563","15733600"
"present","workspace","564","17146400"
"present","workspace","565","15823700"
"present","workspace","566","17667900"
"present","workspace","567","16905400"
"present","workspace","568","16130600"
"present","workspace","569","17536800"
"present","workspace","570","15057100"
"present","workspace","571","17433500"
"present","workspace","572","16441400"
"present","workspace","573","16208300"
"present","workspace","574","18173300"
"present","workspace","575","15915300"
"present","workspace","576","16872400"
"present","workspace","577","15997100"
"present","workspace","578","17538800"
"present","workspace","579","16074300"
"present","workspace","580","16117000"
"present","workspace","581","17850400"
"present","workspace","582","16980100"
"present","workspace","583","15006400"
"present","workspace","584","17619900"
"present","workspace","585","16099700"
"present","workspace","586","16957300"
"present","workspace","587","16113900"
"present","workspace","588","17387600"
"present","workspace","589","16154600"
"present","workspace","590","17420800"
"present","workspace","591","17082000"
"present","workspace","592","16899000"
"present","workspace","593","15112900"
"present","workspace","594","16833200"
"present","workspace","595","17095300"
"present","workspace","596","16185900"
"present","workspace","597","17975600"
"present","workspace","598","15105000"
"present","workspace","599","16863700"
"present","workspace","600","17765400"
"present","workspace","601","15905200"
"present","workspace","602","17176800"
"present","workspace","603","17081500"
"present","workspace","604","16024900"
"present","workspace","605","17049800"
"present","workspace","606","15994300"
"present","workspace","607","15956200"
"present","workspace","608","17731600"
"present","workspace","609","24172100"
"present","workspace","610","13830900"
"present","workspace","611","15089800"
"present","workspace","612","14619400"
"present","workspace","613","15148800"
"present","workspace","614","17437900"
"present","workspace","615","16014400"
"present","workspace","616","16986800"
"present","workspace","617","16388800"
"present","workspace","618","15999800"
"present","workspace","619","17366600"
"present","workspace","620","16491500"
"present","workspace","621","16903200"
"present","workspace","622","16049600"
"present","workspace","623","17029100"
"present","workspace","624","16004200"
"present","workspace","625","17803000"
"present","workspace","626","16381800"
"present","workspace","627","15937000"
"present","workspace","628","18094100"
"present","workspace","629","17008900"
"present","workspace","630","14953500"
"present","workspace","631","17227600"
"present","workspace","632","17356500"
"present","workspace","633","15946500"
"present","workspace","634","17053000"
"present","workspace","635","16932100"
"present","workspace","636","16667600"
"present","workspace","637","15935700"
"present","workspace","638","16037500"
"present","workspace","639","17931700"
"present","workspace","640","17094400"
"present","workspace","641","14856800"
"present","workspace","642","18050500"
"present","workspace","643","16241100"
"present","workspace","644","16658500"
"present","workspace","645","16102600"
"present","workspace","646","17964100"
"present","workspace","647","15895200"
"present","workspace","648","16501500"
"present","workspace","649","16060400"
"present","workspace","650","17083300"
"present","workspace","651","17403800"
"present","workspace","652","16906900"
"present","workspace","653","17021700"
"present","workspace","654","15964200"
"present","workspace","655","15990200"
"present","workspace","656","16432600"
"present","workspace","657","16834000"
"present","workspace","658","17068600"
"present","workspace","659","17088900"
"present","workspace","660","16065100"
"present","workspace","661","16890700"
"present","workspace","662","16368900"
"present","workspace","663","17080900"
"present","workspace","664","16988200"
"present","workspace","665","17656800"
"present","workspace","666","15542300"
"present","workspace","667","16081400"
"present","workspace","668","17512600"
"present","workspace","669","16215300"
"present","workspace","670","16713200"
"present","workspace","671","16011800"
"present","workspace","672","17009200"
"present","workspace","673","16033100"
"present","workspace","674","17461000"
"present","workspace","675","16428500"
"present","workspace","676","16842000"
"present","workspace","677","17147300"
"present","workspace","678","15885900"
"present","workspace","679","16333100"
"present","workspace","680","17465400"
"present","workspace","681","17011000"
"present","workspace","682","16815700"
"present","workspace","683","15063400"
"present","workspace","684","16937100"
"present","workspace","685","17146300"
"present","workspace","686","16544100"
"present","workspace","687","16909900"
"present","workspace","688","15994300"
"present","workspace","689","18022500"
"present","workspace","690","16910500"
"present","workspace","691","15074500"
"present","workspace","692","17501900"
"present","workspace","693","16027900"
"present","workspace","694","17559600"
"present","workspace","695","15860100"
"present","workspace","696","17046000"
"present","workspace","697","16017700"
"present","workspace","698","17469100"
"present","workspace","699","17121000"
"present","workspace","700","15941500"
"present","workspace","701","15988800"
"present","workspace","702","17009700"
"present","workspace","703","17252800"
"present","workspace","704","16061100"
"present","workspace","705","17099800"
"present","workspace","706","16862500"
"present","workspace","707","16358400"
"present","workspace","708","16261300"
"present","workspace","709","17059300"
"present","workspace","710","16553300"
"present","workspace","711","16976900"
"present","workspace","712","17075400"
"present","workspace","713","16120600"
"present","workspace","714","17713000"
"present","workspace","715","15017500"
"present","workspace","716","17415000"
"present","workspace","717","17042900"
"present","workspace","718","16930400"
"present","workspace","719","15418400"
"present","workspace","720","16294900"
"present","workspace","721","16981900"
"present","workspace","722","17396600"
"present","workspace","723","16918200"
"present","workspace","724","17117700"
"present","workspace","725","16031300"
"present","workspace","726","15846300"
"present","workspace","727","17050000"
"present","workspace","728","16631500"
"present","workspace","729","16814700"
"present","workspace","730","17010600"
"present","workspace","731","15996400"
"present","workspace","732","16508400"
"present","workspace","733","17029700"
"present","workspace","734","16001200"
"present","workspace","735","17025700"
"present","workspace","736","16951000"
"present","workspace","737","16012400"
"present","workspace","738","17599600"
"present","workspace","739","15926700"
"present","workspace","740","17489300"
"present","workspace","741","15920700"
"present","workspace","742","17015000"
"present","workspace","743","16996600"
"present","workspace","744","16390400"
"present","workspace","745","16060200"
"present","workspace","746","17494100"
"present","workspace","747","17157500"
"present","workspace","748","16830200"
"present","workspace","749","15968400"
"present","workspace","750","16201200"
"present","workspace","751","16885500"
"present","workspace","752","16503600"
"present","workspace","753","16061100"
"present","workspace","754","16997500"
"present","workspace","755","17033500"
"present","workspace","756","15959800"
"present","workspace","757","17516700"
"present","workspace","758","16432900"
"present","workspace","759","17010300"
"present","workspace","760","16024200"
"present","workspace","761","17860400"
"present","workspace","762","16108800"
"present","workspace","763","16707500"
"present","workspace","764","16374200"
"present","workspace","765","16254100"
"present","workspace","766","16914000"
"present","workspace","767","16097000"
"present","workspace","768","17944200"
"present","workspace","769","16542800"
"present","workspace","770","16138200"
"present","workspace","771","15892600"
"present","workspace","772","17060800"
"present","workspace","773","17952500"
"present","workspace","774","15075500"
"present","workspace","775","17673500"
"present","workspace","776","16248600"
"present","workspace","777","17101100"
"present","workspace","778","16977600"
"present","workspace","779","16977000"
"present","workspace","780","14996300"
"present","workspace","781","16946500"
"present","workspace","782","17227600"
"present","workspace","783","16863400"
"present","workspace","784","17019700"
"present","workspace","785","16006000"
"present","workspace","786","16974300"
"present","workspace","787","17290300"
"present","workspace","788","16282600"
"present","workspace","789","15898600"
"present","workspace","790","17038800"
"present","workspace","791","16073500"
"present","workspace","792","16907500"
"present","workspace","793","15956700"
"present","workspace","794","18057500"
"present","workspace","795","16889400"
"present","workspace","796","15892300"
"present","workspace","797","15969900"
"present","workspace","798","16979700"
"present","workspace","799","17088100"
"present","workspace","800","16541000"
"present","workspace","801","17069700"
"present","workspace","802","16914400"
"present","workspace","803","17011800"
"present","workspace","804","16045400"
"present","workspace","805","16044200"
"present","workspace","806","17509400"
"present","workspace","807","16280600"
"present","workspace","808","17093100"
"present","workspace","809","16844200"
"present","workspace","810","16001000"
"present","workspace","811","15932000"
"present","workspace","812","17516500"
"present","workspace","813","16305200"
"present","workspace","814","16349400"
"present","workspace","815","17263600"
"present","workspace","816","15758400"
"present","workspace","817","16979800"
"present","workspace","818","17199800"
"present","workspace","819","17047300"
"present","workspace","820","15866700"
"present","workspace","821","17678400"
"present","workspace","822","16926900"
"present","workspace","823","15105600"
"present","workspace","824","17516000"
"present","workspace","825","17151300"
"present","workspace","826","15883000"
"present","workspace","827","17254800"
"present","workspace","828","15840100"
"present","workspace","829","17017600"
"present","workspace","830","16574300"
"present","workspace","831","16905600"
"present","workspace","832","16070800"
"present","workspace","833","18109600"
"present","workspace","834","15859400"
"present","workspace","835","16055300"
"present","workspace","836","17441700"
"present","workspace","837","15997000"
"present","workspace","838","16009600"
"present","workspace","839","17380800"
"present","workspace","840","16025100"
"present","workspace","841","17001300"
"present","workspace","842","17507000"
"present","workspace","843","16389700"
"present","workspace","844","16000600"
"present","workspace","845","17115800"
"present","workspace","846","16999300"
"present","workspace","847","15919900"
"present","workspace","848","17570400"
"present","workspace","849","16206800"
"present","workspace","850","18993500"
"present","workspace","851","14904500"
"present","workspace","852","16012900"
"present","workspace","853","15853100"
"present","workspace","854","17123100"
"present","workspace","855","17098700"
"present","workspace","856","16393000"
"present","workspace","857","16833300"
"present","workspace","858","17369800"
"present","workspace","859","16156800"
"present","workspace","860","16298700"
"present","workspace","861","16035700"
"present","workspace","862","18044800"
"present","workspace","863","16966600"
"present","workspace","864","14979700"
"present","workspace","865","17004500"
"present","workspace","866","17162100"
"present","workspace","867","16930500"
"present","workspace","868","17071700"
"present","workspace","869","16037500"
"present","workspace","870","16071900"
"present","workspace","871","17255500"
"present","workspace","872","16614100"
"present","workspace","873","16966300"
"present","workspace","874","17351200"
"present","workspace","875","16068300"
"present","workspace","876","16222400"
"present","workspace","877","17148600"
"present","workspace","878","15876400"
